Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
13.09.2021;05:00;110,01;110,01;110,01;110,01;129,42;110,01;97,07;97,07;119,28;110,01;110,01;110,01;110,01;-;110,01;102,49
13.09.2021;06:00;152,08;152,08;152,08;152,08;152,08;152,08;96,41;152,08;142,73;152,08;152,08;152,08;152,08;-;152,08;102,81
13.09.2021;07:00;160,93;160,93;160,93;157,7;160;164,81;97,59;160,93;156,1;160,93;160,93;160,93;160,93;-;166,18;103,57
13.09.2021;08:00;166,71;166,71;166,71;159,19;166,71;175,87;104,6;166,71;159,61;166,71;166,71;166,71;166,71;-;179,06;104,51
13.09.2021;09:00;157;157;157;157;157;157;105,01;157;153,01;157;157;157;157;-;157;104,56
13.09.2021;10:00;147,93;147,93;147,93;147,93;147,93;147,93;100,48;147,93;145,23;147,93;147,93;147,93;147,93;-;147,93;104,33
13.09.2021;11:00;140,06;140,06;140,06;140,06;143,27;140,06;99,93;140,06;142,66;143,27;140,06;140,06;140,06;-;140,06;104
13.09.2021;12:00;118,84;118,84;118,84;135,3;140,51;118,84;97,9;118,84;141,69;140,51;118,84;140,01;140,01;-;135,3;104
13.09.2021;13:00;116,9;116,9;116,9;125,54;140,51;116,9;97,57;116,9;138,84;140,51;116,9;127,45;127,45;-;125,54;104,02
13.09.2021;14:00;119;119;119;130,72;143,27;119;97,56;119;135,45;143,27;119;133,85;133,85;-;130,72;103,96
13.09.2021;15:00;141,63;141,63;141,63;141,63;147,16;141,63;99;141,63;137,63;147,16;141,63;141,63;141,63;-;141,63;103,92
13.09.2021;16:00;150,93;150,93;150,93;150,93;150,93;150,93;103,89;150,93;144,98;150,93;150,93;150,93;150,93;-;150,93;103,96
13.09.2021;17:00;159,09;159,09;159,09;159,09;159,09;159,09;120,21;159,09;154,51;159,09;159,09;159,09;159,09;-;159,09;105,09
13.09.2021;18:00;183,45;183,45;183,45;166,5;168;184,61;148,52;183,45;162,5;183,45;183,45;183,45;183,45;-;184,61;105,49
13.09.2021;19:00;200,88;200,88;200,88;169,24;174,25;203,32;193;200,88;171,08;200,88;200,88;200,88;200,88;-;203,32;105,73
13.09.2021;20:00;193,21;193,21;193,21;170;174,24;198,22;193,21;193,21;168,6;193,21;193,21;193,21;193,21;-;198,22;105,78
13.09.2021;21:00;160,91;160,91;160,91;160,91;160,91;160,91;140,76;160,91;155;160,91;160,91;160,91;160,91;-;160,91;104,88
13.09.2021;22:00;147,15;147,15;147,15;147,15;147,15;147,15;104,57;147,15;145,99;147,15;147,15;147,15;147,15;-;147,15;104,78
13.09.2021;23:00;131,18;131,18;131,18;131,18;142,73;131,18;97,58;131,18;137,88;131,18;131,18;131,18;131,18;-;131,18;104,14
14.09.2021;00:00;122,23;122,23;122,23;122,23;144,05;122,23;106,66;122,23;136,41;122,23;122,23;122,23;122,23;-;122,23;105,5
14.09.2021;01:00;121,59;121,59;121,59;121,59;137,17;121,59;106,79;118,67;125,85;121,59;121,59;121,59;121,59;-;121,59;104,83
14.09.2021;02:00;113,83;113,83;113,83;113,83;130,88;113,83;105,68;105,68;122,51;113,83;113,83;113,83;113,83;-;113,83;104,69
14.09.2021;03:00;107,84;107,84;107,84;107,84;128,5;107,84;105,12;105,12;120,47;107,84;107,84;107,84;107,84;-;107,84;104,39
14.09.2021;04:00;110,03;110,03;110,03;110,03;129,68;110,03;106,66;107,39;119,8;110,03;110,03;110,03;110,03;-;110,03;104,75
14.09.2021;05:00;122,03;122,03;122,03;122,03;135;122,03;107,51;122,03;127,3;122,03;122,03;122,03;122,03;-;122,03;104,95
14.09.2021;06:00;155,51;155,51;155,51;146,91;155,51;154,19;98,37;155,51;157,86;155,51;155,51;155,51;155,51;-;149,9;106,7
14.09.2021;07:00;166,24;166,24;166,24;162,38;163,62;167,56;138,6;166,24;175,86;166,24;166,24;166,24;166,24;-;167,92;109,81
14.09.2021;08:00;172,69;172,69;172,69;168,01;172,69;174,29;154,38;172,69;178,25;172,69;172,69;172,69;172,69;-;174,72;111,79
14.09.2021;09:00;162,9;162,9;162,9;162,9;162,9;162,9;147,75;162,9;164,14;162,9;162,9;162,9;162,9;-;162,9;115,84
14.09.2021;10:00;152,15;152,15;152,15;152,15;152,15;152,15;113,49;152,15;155,55;152,15;152,15;152,15;152,15;-;152,15;129,2
14.09.2021;11:00;124,01;124,01;124,01;152,6;152,6;124,01;113,29;124,01;149,02;152,6;124,01;143,39;146,85;-;152,6;120,04
14.09.2021;12:00;121,06;121,06;121,06;147,32;147,32;121,06;107,44;121,06;145,07;147,32;121,06;141,36;141,36;-;147,32;117,2
14.09.2021;13:00;117,27;117,27;117,27;146,33;146,33;117,27;105,58;117,27;144,31;146,33;117,27;139,59;139,59;-;146,33;113,87
14.09.2021;14:00;125,43;125,43;125,43;148,14;148,14;125,43;99,93;125,43;145,09;142,97;125,43;142,97;142,97;-;148,14;121,41
14.09.2021;15:00;151,16;151,16;151,16;151,16;151,16;151,16;106,67;151,16;145,97;151,16;151,16;151,16;151,16;-;151,16;146,32
14.09.2021;16:00;158,72;158,72;158,72;158,72;158,72;158,72;117;158,72;151,44;158,72;158,72;158,72;158,72;-;158,72;140,09
14.09.2021;17:00;168;168;168;164,72;168;172;127,62;168;161,96;168;168;168;168;-;174,18;130,57
14.09.2021;18:00;184,55;184,55;184,55;170,07;174,31;200;146,51;184,55;177,39;184,55;184,55;184,55;184,55;-;207,4;118,56
14.09.2021;19:00;188,2;188,2;188,2;171,24;177,82;200;188,2;188,2;184,94;188,2;188,2;188,2;188,2;-;200;116,45
14.09.2021;20:00;174,25;174,25;174,25;171,58;174,25;176,48;174,25;174,25;178,82;174,25;174,25;174,25;174,25;-;177,66;119,58
14.09.2021;21:00;155,4;155,4;155,4;155,4;158,72;155,4;117,24;155,4;157,24;155,4;155,4;155,4;155,4;-;155,4;110,09
14.09.2021;22:00;144,65;144,65;144,65;144,65;147,68;144,65;95,67;144,65;145,03;144,65;144,65;144,65;144,65;-;144,65;106,76
14.09.2021;23:00;117,98;117,98;117,98;120,54;143,24;130,6;98,08;117,98;131,26;120,12;117,98;118,67;118,67;-;122;105,76
15.09.2021;00:00;135,08;135,08;135,08;135,08;155;135,08;101,93;131,84;129,79;135,08;135,08;135,08;135,08;-;135,08;110,92
15.09.2021;01:00;133,4;133,4;133,4;133,4;155;133,4;101,92;130,2;128,64;133,4;133,4;133,4;133,4;-;133,4;110,19
15.09.2021;02:00;128,95;128,95;128,95;128,95;152,57;128,95;95,74;100,1;120,53;128,95;128,95;128,95;128,95;-;128,95;108,78
15.09.2021;03:00;123,1;123,1;123,1;123,1;152,57;123,1;95,74;120,15;119,88;123,1;123,1;123,1;123,1;-;123,1;107,95
15.09.2021;04:00;128,01;128,01;128,01;128,01;153,45;128,01;97,74;124,94;116,63;128,01;128,01;128,01;128,01;-;128,01;107,9
15.09.2021;05:00;137,01;137,01;137,01;137,01;155;137,01;102,11;133,72;129,44;137,01;137,01;137,01;137,01;-;137,01;107,3
15.09.2021;06:00;166,94;166,94;166,94;166,94;172,23;166,94;95,64;166,94;161,37;172,23;166,94;166,94;166,94;-;166,94;114,48
15.09.2021;07:00;180,24;180,24;180,24;179,03;180,24;180,72;93,9;180,24;178,95;180,24;180,24;180,24;180,24;-;180,76;114,46
15.09.2021;08:00;192,11;192,11;192,11;192,11;192,11;192,11;95,05;192,11;194,88;192,11;192,11;192,11;192,11;-;192,11;115,14
15.09.2021;09:00;191,32;191,32;191,32;191,32;191,32;191,32;91,82;191,32;189,86;191,32;191,32;191,32;191,32;-;191,32;114,5
15.09.2021;10:00;187,42;187,42;187,42;187,42;187,42;187,42;91,85;187,42;178,95;187,42;187,42;187,42;187,42;-;187,42;115,12
15.09.2021;11:00;180,8;180,8;180,8;180,8;180,8;180,8;94,89;180,8;175,33;180,8;180,8;180,8;180,8;-;180,8;116,67
15.09.2021;12:00;180;180;180;180;180;180;93,88;180;174,34;180;180;180;180;-;180;116,32
15.09.2021;13:00;175,74;175,74;175,74;175,74;175,74;175,74;93,85;175,74;170,62;175,74;175,74;175,74;175,74;-;175,74;116,37
15.09.2021;14:00;175,76;175,76;175,76;175,76;175,76;175,76;93,81;175,76;167,18;175,76;175,76;175,76;175,76;-;175,76;116,32
15.09.2021;15:00;179,09;179,09;179,09;179,09;180,24;179,09;94,44;179,09;169,85;179,09;179,09;179,09;179,09;-;179,09;116,01
15.09.2021;16:00;179,97;179,97;179,97;177,16;180,25;179,5;97,59;179,97;174,38;180,25;179,97;180,25;180,25;-;178,14;116,01
15.09.2021;17:00;190;190;190;177,77;190;190,47;104,23;190;177,24;190;190;190;190;-;187,64;118,21
15.09.2021;18:00;192,78;192,78;192,78;175,76;192,78;194,02;108,88;192,78;180,87;192,78;192,78;192,78;192,78;-;192,78;120,02
15.09.2021;19:00;196,58;196,58;196,58;196,58;200;196,58;114,42;191,86;196,72;200;196,58;196,58;196,58;-;196,58;119,33
15.09.2021;20:00;190;190;190;190;197,41;190;111,99;185,44;184,42;197,41;190;190;190;-;190;115,47
15.09.2021;21:00;176,78;176,78;176,78;176,78;176,78;176,78;93,43;172,54;169,22;176,78;176,78;176,78;176,78;-;176,78;114,44
15.09.2021;22:00;162,98;162,98;162,98;162,98;163,82;162,98;95,63;95,63;160,07;163,82;162,98;162,98;162,98;-;162,98;111,18
15.09.2021;23:00;153,02;153,02;153,02;153,02;153,02;153,02;90,05;90,05;147,9;153,02;153,02;153,02;153,02;-;153,02;108,99
16.09.2021;00:00;131,45;131,45;131,45;131,45;170,75;131,45;91,44;91,44;155,36;131,45;131,45;131,45;131,45;-;131,45;113,22
16.09.2021;01:00;129,4;129,4;129,4;129,4;159,06;129,4;90,2;90,2;144,02;129,4;129,4;129,4;129,4;-;129,4;111,67
16.09.2021;02:00;117,17;117,17;117,17;141,54;153,07;123,73;90,15;90,15;139,79;122,78;117,17;122,78;122,78;-;131;111,16
16.09.2021;03:00;115,96;115,96;115,96;116,77;151,98;117,92;90,2;90,2;134,38;116,26;115,96;116,26;116,26;-;117,05;110,86
16.09.2021;04:00;115,19;115,19;115,19;115,19;156,81;115,19;91,76;91,76;137,16;115,19;115,19;115,19;115,19;-;115,19;110,84
16.09.2021;05:00;135,03;135,03;135,03;135,03;171,84;135,03;94,98;94,98;156,02;135,03;135,03;135,03;135,03;-;135,03;111,19
16.09.2021;06:00;169,72;169,72;169,72;169,72;175,57;169,72;96,52;165,65;168,75;175,57;169,72;169,72;169,72;-;169,72;113,08
16.09.2021;07:00;194;194;194;194;194;194;101,6;189,34;189,26;194;194;194;194;-;194;118,93
16.09.2021;08:00;197,81;197,81;197,81;197,81;200,29;197,81;109,02;174,98;196,78;197,81;197,81;197,81;197,81;-;197,81;122
16.09.2021;09:00;193,91;193,91;193,91;193,91;200;193,91;109,96;189,26;189,04;193,91;193,91;193,91;193,91;-;193,91;120,89
16.09.2021;10:00;186,68;186,68;186,68;186,68;195,99;186,68;106,03;182,2;183,97;186,68;186,68;186,68;186,68;-;186,68;123,88
16.09.2021;11:00;181;181;181;186,77;192,34;179,08;112,94;176,66;182,63;183,73;181;183,73;183,73;-;188,78;129,99
16.09.2021;12:00;155,36;155,36;155,36;186,17;186,17;160;115,49;155,36;184,66;180,77;155,36;180,77;180,77;-;189;130,13
16.09.2021;13:00;145,06;145,06;145,06;186;186;145,06;109,08;145,06;181,08;169,07;145,06;169,07;169,07;-;186;132,21
16.09.2021;14:00;130,94;130,94;130,94;186,69;186,69;136,52;110,09;130,94;179,39;170,02;134,01;170,02;170,02;-;186,69;126,88
16.09.2021;15:00;131,4;131,4;131,4;181,45;190,24;150;113,3;131,4;177,98;174,96;131,4;174,96;174,96;-;181,45;127,33
16.09.2021;16:00;133,82;133,82;133,82;175,39;200;134,23;114,98;133,82;173,01;174,94;133,82;174,94;174,94;-;175,39;129,93
16.09.2021;17:00;178,71;178,71;178,71;178,71;199;178,71;120,34;174,42;172,09;178,71;178,71;178,71;178,71;-;178,71;134,62
16.09.2021;18:00;188,11;188,11;188,11;188,11;198,14;188,11;135,72;183,6;188,86;188,11;188,11;188,11;188,11;-;188,11;132,3
16.09.2021;19:00;197,59;197,59;197,59;197,59;212;197,59;185,58;192,85;199,04;197,59;197,59;200,03;197,59;-;197,59;131,69
16.09.2021;20:00;198,02;198,02;198,02;198,02;200;198,02;179,5;193,27;192,87;198,02;198,02;198,02;198,02;-;198,02;119,95
16.09.2021;21:00;179,78;179,78;179,78;179,78;184,47;179,78;100,92;175,46;180,13;179,78;179,78;179,78;179,78;-;179,78;118,49
16.09.2021;22:00;170,42;170,42;170,42;170,42;173,58;170,42;98,44;166,33;168,09;170,42;170,42;170,42;170,42;-;170,42;119,39
16.09.2021;23:00;138,1;138,1;138,1;138,1;167,99;138,1;101,72;101,72;160,05;138,1;138,1;138,1;138,1;-;138,1;117,96
17.09.2021;00:00;127,33;97,68;97,68;143,73;154,97;180;94,38;94,38;137,71;131,54;127,33;131,54;131,54;-;152,99;116,72
17.09.2021;01:00;125,43;118,23;93,47;131,82;141,2;144,5;93,47;93,47;137,01;127,07;125,43;127,07;127,07;-;135,43;114,8
17.09.2021;02:00;123,11;116,44;92,74;130,78;140,99;146;92,74;92,74;136,92;125,08;123,11;123,11;125,08;-;135,12;113,07
17.09.2021;03:00;117,89;115,31;93,35;122,39;140,99;131,33;93,35;93,35;132,86;119,05;117,89;117,89;119,05;-;124,94;111,96
17.09.2021;04:00;125,92;116,09;94,15;125,92;141;125,92;94,15;94,15;128,44;125,92;125,92;125,92;125,92;-;125,92;112,73
17.09.2021;05:00;134,87;97,71;97,71;134,87;148;134,87;95,36;95,36;136,86;134,87;134,87;134,87;134,87;-;134,87;116,32
17.09.2021;06:00;169,27;169,27;169,27;169,27;169,27;169,27;93,87;169,27;167,56;169,27;169,27;169,27;169,27;-;169,27;118,96
17.09.2021;07:00;181,97;181,97;181,97;181,97;181,97;181,97;98,52;181,97;182,96;181,97;181,97;181,97;181,97;-;181,97;118,75
17.09.2021;08:00;188,17;188,17;188,17;188,17;188,17;188,17;123,57;188,17;188,14;188,17;188,17;188,17;188,17;-;188,17;120,62
17.09.2021;09:00;182,86;182,86;182,86;182,86;182,86;182,86;124,67;182,86;183,41;182,86;182,86;182,86;182,86;-;182,86;120,66
17.09.2021;10:00;175,33;175,33;175,33;175,33;178,77;175,33;112,77;175,33;175,46;175,33;175,33;175,33;175,33;-;175,33;128,7
17.09.2021;11:00;167,13;167,13;167,13;167,13;177,5;167,13;122,46;167,13;166,78;167,13;167,13;167,13;167,13;-;167,13;124,05
17.09.2021;12:00;160,3;160,3;160,3;160,3;163,48;160,3;119,51;160,3;163,63;162,1;160,3;160,3;160,3;-;160,3;124,69
17.09.2021;13:00;140,66;135,96;140,66;140,66;162,65;140,66;113,9;140,66;156,21;140,66;140,66;140,66;140,66;-;140,66;129,88
17.09.2021;14:00;140,66;140,66;140,66;140,66;168,13;140,66;107,68;140,66;150,75;140,66;140,66;140,66;140,66;-;140,66;128,86
17.09.2021;15:00;140,66;140,66;140,66;140,66;175,45;140,66;110,49;140,66;149,51;140,66;140,66;140,66;140,66;-;140,66;123,63
17.09.2021;16:00;140,66;134,48;137,28;140,66;176,35;140,66;102,93;137,28;157,01;140,66;140,66;140,66;140,66;-;140,66;130,58
17.09.2021;17:00;165,53;165,53;165,53;165,53;175,45;165,53;107,55;165,02;172,59;165,53;165,53;165,53;165,53;-;165,53;131,58
17.09.2021;18:00;181,94;181,94;181,94;175;181,94;186,6;118,89;177,58;183,65;181,94;181,94;181,94;181,94;-;191,16;130,03
17.09.2021;19:00;187,9;187,9;187,9;181,3;187,9;192,33;161,3;183,39;188,99;187,9;187,9;187,9;187,9;-;196,68;121,63
17.09.2021;20:00;185,2;185,2;185,2;185,2;185,2;185,2;149,86;180,76;187,07;185,2;185,2;185,2;185,2;-;185,2;117,91
17.09.2021;21:00;179,04;121,61;121,61;179,04;179,04;179,04;95,12;121,61;178,07;179,04;179,04;179,04;179,04;-;179,04;118,08
17.09.2021;22:00;171,27;119,92;119,92;171,27;171,27;171,27;94,01;119,92;168,96;171,27;171,27;171,27;171,27;-;171,27;116,45
17.09.2021;23:00;153,92;119,47;90,04;153,92;153,92;153,92;94,25;90,04;151,08;153,92;153,92;153,92;153,92;-;153,92;116
18.09.2021;00:00;149,59;115,32;68,06;149,59;156;149,59;126,26;68,06;152,02;149,59;149,59;149,59;149,59;-;149,59;111,98
18.09.2021;01:00;130,64;114,94;70,04;130,64;149,97;130,64;103,45;70,04;143,84;130,64;114;114;130,64;-;130,64;111,61
18.09.2021;02:00;125,43;114,9;69,22;125,43;145,01;125,43;97,35;69,22;138,38;125,43;110,01;110,01;125,43;-;125,43;111,57
18.09.2021;03:00;120,62;114,87;96,44;120,62;144,52;120,62;96,44;96,44;132,19;120,62;117,01;117,01;120,62;-;120,62;111,54
18.09.2021;04:00;115,02;115,02;97,42;115,02;145,01;115,02;97,42;97,42;131,3;115,02;115,02;115,02;115,02;-;115,02;111,34
18.09.2021;05:00;117,01;117,01;78,92;117,01;145,14;117,01;94,5;78,92;132,98;117,01;117,01;117,01;117,01;-;117,01;111,58
18.09.2021;06:00;127,06;127,06;110,12;127,06;155;127,06;110,12;110,12;145,38;127,06;127,06;127,06;127,06;-;127,06;111,86
18.09.2021;07:00;149,09;149,09;145,51;149,09;157,97;149,09;119,61;145,51;159,12;149,09;149,09;149,09;149,09;-;149,09;111,54
18.09.2021;08:00;162,5;162,5;162,5;162,5;172,23;162,5;115,78;162,5;157,98;162,5;162,5;162,5;162,5;-;162,5;112,51
18.09.2021;09:00;155,09;155,09;155,09;155,09;166,35;155,09;139,6;155,09;156,14;155,09;155,09;155,09;155,09;-;155,09;115,33
18.09.2021;10:00;132,88;132,88;132,88;132,88;158;132,88;132,88;132,88;143,95;132,88;132,88;132,88;132,88;-;132,88;116,25
18.09.2021;11:00;124,84;124,84;124,84;128,61;149,82;125,77;124,84;124,84;138,87;149,82;124,84;124,84;129,88;-;126,8;114,84
18.09.2021;12:00;115,96;115,96;115,96;138,72;143,36;121,65;115,96;115,96;135,16;135,08;115,96;115,96;131,82;-;127,94;111,2
18.09.2021;13:00;105,11;105,11;105,11;140,37;140,54;113,86;105,11;105,11;124,14;135,06;105,11;105,11;127,05;-;123,67;109,14
18.09.2021;14:00;105,1;105,1;105,1;135,5;140;112,77;105,1;105,1;122,83;135,01;105,1;105,1;125,42;-;121,12;107,88
18.09.2021;15:00;110,09;110,09;110,09;126;143,24;117,98;110,09;110,09;125,66;124,93;110,09;124,93;124,93;-;119,28;110,41
18.09.2021;16:00;125,94;125,94;125,94;125,94;149,57;125,94;122,92;122,92;130,09;135,05;125,94;125,94;125,94;-;125,94;112,27
18.09.2021;17:00;136,81;136,81;136,81;136,81;158,7;136,81;128,77;136,81;144,96;136,81;136,81;136,81;136,81;-;136,81;114,66
18.09.2021;18:00;169,97;169,97;169,97;160;172,68;177,12;137;169,97;161,78;169,97;169,97;169,97;169,97;-;182,47;114,2
18.09.2021;19:00;179,91;179,91;179,91;179,91;195;179,91;167,57;179,91;170,05;179,91;179,91;191,99;179,91;-;179,91;113,35
18.09.2021;20:00;178,97;178,97;178,97;178,97;190;178,97;158,51;178,97;171,4;178,97;178,97;178,97;178,97;-;178,97;112,55
18.09.2021;21:00;151,32;151,32;151,32;151,32;166,51;151,32;137,63;151,32;153,37;157;151,32;151,32;151,32;-;151,32;112,02
18.09.2021;22:00;123,73;123,73;123,73;131,16;157;156,9;123,73;123,73;142,55;125,99;123,73;125,99;125,99;-;135,49;109,97
18.09.2021;23:00;97,63;97,63;97,63;133,81;155,6;184,9;97,63;97,63;136,97;135,04;97,63;97,91;111,51;-;149,02;104,97
19.09.2021;00:00;81,71;81,71;81,71;87,95;176;112,08;81,71;81,71;137,52;83,62;81,71;83,62;83,62;-;91,57;92,69
19.09.2021;01:00;80,05;80,05;80,05;83,13;164,97;95;80,05;80,05;136,14;81;80,05;81;81;-;84,91;88,69
19.09.2021;02:00;77,6;77,6;77,6;79,18;155,5;85,67;77,6;77,6;113,94;78,09;77,6;78,09;78,09;-;80,09;82,92
19.09.2021;03:00;76,95;76,95;76,95;77,23;152,7;82,04;76,95;76,95;109,97;77,04;76,95;77,04;77,04;-;77,3;79,41
19.09.2021;04:00;72,82;72,82;72,82;72,71;154,12;77,64;72,82;72,82;104,02;72,82;72,82;72,82;72,82;-;73,15;75,15
19.09.2021;05:00;75,77;75,77;75,77;75,82;155,4;76,6;75,77;75,77;104,01;75,79;75,77;75,79;75,79;-;75,83;78,19
19.09.2021;06:00;76,61;76,61;76,61;77,73;165,45;81,68;76,61;76,61;97,04;76,95;76,61;76,95;76,95;-;78,39;79,07
19.09.2021;07:00;77,35;77,35;77,35;78,49;165,45;82,47;77,35;77,35;74;77,69;77,35;77,69;77,69;-;79,15;79,83
19.09.2021;08:00;81,58;81,58;81,58;83;167,66;88;81,58;81,58;83,23;120,1;81,58;82,01;82,01;-;83,82;84,19
19.09.2021;09:00;82,86;82,86;82,86;84,05;171,48;88,25;82,86;82,86;112,07;120,1;82,86;83,22;83,22;-;84,74;85,33
19.09.2021;10:00;80,17;80,17;80,17;80,17;171,48;80,17;80,17;80,17;122,08;120,1;80,17;80,17;80,17;-;80,17;82,91
19.09.2021;11:00;80,65;80,65;80,65;80,65;165,45;80,65;80,65;80,65;135,33;125,1;80,65;80,65;80,65;-;80,65;83,31
19.09.2021;12:00;82,83;82,83;82,83;90,18;150;84,9;82,83;82,83;136,16;125,1;82,83;82,83;92,46;-;86,58;85,4
19.09.2021;13:00;79,12;79,12;79,12;79,12;143,36;79,12;79,12;79,12;136,09;95,05;79,12;79,12;79,12;-;79,12;81,74
19.09.2021;14:00;74,16;74,16;74,16;74,16;140,56;74,16;74,16;74,16;132,4;74,16;74,16;74,16;74,16;-;74,16;83,03
19.09.2021;15:00;78,1;78,1;78,1;78,1;143,36;78,1;78,1;78,1;134,09;78,1;78,1;78,1;78,1;-;78,1;89,24
19.09.2021;16:00;83,75;83,75;83,75;83,75;143,24;83,75;83,75;83,75;136,18;83,75;83,75;83,75;83,75;-;83,75;96,88
19.09.2021;17:00;105,07;105,07;105,07;110,57;155,5;130;102,55;102,55;137,99;120,1;105,07;114,26;114,26;-;120;107,82
19.09.2021;18:00;149;149;149;142,28;158,36;154,36;115,58;145,42;138,61;158,36;149;149;149;-;157,25;111,69
19.09.2021;19:00;167,63;167,63;167,63;167,54;167,66;167,69;163,99;167,63;138,61;167,66;167,63;190,3;167,66;-;167,73;118,49
19.09.2021;20:00;170,63;170,63;170,63;170,63;170,63;170,63;156,84;170,63;137,55;170,63;170,63;170,63;170,63;-;170,63;118,8
19.09.2021;21:00;119,63;119,63;119,63;140,91;155,84;169,9;116,76;116,76;138,71;155,84;119,63;126,16;126,16;-;157,44;110,74
19.09.2021;22:00;108,76;108,76;108,76;135,84;153;170,5;104,75;104,75;138,64;135,06;108,76;116,48;116,48;-;157,51;107,67
19.09.2021;23:00;95,68;95,68;95,68;133,08;140,76;151,47;93,38;93,38;137,42;120,1;95,68;111,07;111,07;-;149,38;96,26
20.09.2021;00:00;101,79;101,79;101,79;128,21;133,36;160,8;79,17;79,17;106,16;102,11;101,79;102,11;102,11;-;142,79;98,84
20.09.2021;01:00;96,04;96,04;96,04;117,88;126,4;150;84,88;84,88;100,33;96,04;96,04;96,04;96,04;-;130,35;93,25
20.09.2021;02:00;98,74;98,74;98,74;111,22;126,36;129,9;85,71;85,71;96,23;98,74;98,74;98,74;98,74;-;116,23;95,87
20.09.2021;03:00;98,56;98,56;98,56;110,77;119;144;82,48;82,48;96,26;98,56;98,56;98,56;98,56;-;126,35;95,7
20.09.2021;04:00;93,87;93,87;93,87;105,9;126,61;135,13;87,28;87,28;98,9;93,87;93,87;93,87;93,87;-;120;99,67
20.09.2021;05:00;118,2;118,2;118,2;118,2;136,61;118,2;93,57;93,57;118,56;118,2;118,2;118,2;118,2;-;118,2;106,25
20.09.2021;06:00;161,33;161,33;161,33;161,33;162;161,33;100,67;161,33;155,25;161,33;161,33;161,33;161,33;-;161,33;108,22
20.09.2021;07:00;179,52;179,52;179,52;179,52;179,52;179,52;99,73;179,52;175,52;179,52;179,52;179,52;179,52;-;179,52;119,54
20.09.2021;08:00;188,64;188,64;188,64;188,64;188,64;188,64;109,06;188,64;180;188,64;188,64;188,64;188,64;-;188,64;127,05
20.09.2021;09:00;180;180;180;180;180;180;114,94;180;172,69;180;180;180;180;-;180;127,69
20.09.2021;10:00;172,67;172,67;172,67;172,67;172,67;172,67;106,63;172,67;167,18;172,67;172,67;172,67;172,67;-;172,67;126,94
20.09.2021;11:00;164;164;164;164;164;164;109,1;164;162,07;164;164;164;164;-;164;119,96
20.09.2021;12:00;155;155;155;155;155;155;109,68;155;159,16;155;155;155;155;-;155;119,65
20.09.2021;13:00;149,76;149,76;149,76;149,76;149,76;149,76;106,44;149,76;154,97;149,76;149,76;149,76;149,76;-;149,76;120,39
20.09.2021;14:00;142,28;142,28;142,28;142,28;154,52;128,6;99,35;142,28;150,29;154,52;142,28;158,41;154,52;-;142,28;121,82
20.09.2021;15:00;151,22;151,22;151,22;150,16;159,96;150,16;103,62;151,22;155,26;153,19;151,22;157,14;153,19;-;150,16;119,85
20.09.2021;16:00;162,88;162,88;162,88;161,45;166,76;162,58;104,33;162,88;163,34;163,93;162,88;169,94;163,93;-;161,97;120,9
20.09.2021;17:00;172,33;172,33;172,33;172,33;172,33;172,33;105,47;170,03;173,07;172,33;172,33;185,03;172,33;-;172,33;120,13
20.09.2021;18:00;179,98;179,98;179,98;179,98;179,98;179,98;109,41;179,98;176,34;179,98;179,98;179,98;179,98;-;179,98;119,66
20.09.2021;19:00;205;205;205;183,77;205;209,4;168,18;205;182,53;205;205;205;205;-;209,4;119,9
20.09.2021;20:00;185,8;185,8;185,8;185,8;190,15;185,8;130,92;181,34;184,48;190,15;185,8;185,8;185,8;-;185,8;119,51
20.09.2021;21:00;171,15;171,15;171,15;171,15;171,15;171,15;99,77;167,04;169,6;171,15;171,15;171,15;171,15;-;171,15;115,05
20.09.2021;22:00;154,53;154,53;154,53;154,53;159,63;154,53;105,58;150,82;158,87;154,53;154,53;154,53;154,53;-;154,53;108,43
20.09.2021;23:00;133,48;133,48;133,48;133,48;151,86;133,48;100,69;100,69;139,24;133,48;133,48;133,48;133,48;-;133,48;106,51
21.09.2021;00:00;130,12;130,12;130,12;130,12;173,23;130,12;93,92;93,92;136,79;130,12;130,12;130,12;130,12;-;130,12;109,6
21.09.2021;01:00;128,01;128,01;128,01;128,01;162;128,01;90,04;90,04;131,64;128,01;128,01;128,01;128,01;-;128,01;108,36
21.09.2021;02:00;121,34;121,34;121,34;121,34;156,04;121,34;89,17;89,17;125,52;121,34;121,34;121,34;121,34;-;121,34;107,66
21.09.2021;03:00;114,94;114,94;114,94;114,94;152,64;114,94;89,21;89,21;120,52;114,94;114,94;114,94;114,94;-;114,94;107,72
21.09.2021;04:00;119,04;119,04;119,04;119,04;162;119,04;89,51;89,51;120,06;119,04;119,04;119,04;119,04;-;119,04;108,37
21.09.2021;05:00;131,46;131,46;131,46;128,91;172,85;132,98;92,98;92,98;130,63;131,01;131,01;131,01;131,01;-;133,97;109,45
21.09.2021;06:00;170;170;170;149,19;176,02;172,34;103,88;165,92;164,42;167,6;167,6;167,6;167,6;-;170;114,79
