Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
13.02.2022;10:00;73,03;73,03;24,26;163,34;185,5;100;83,81;12,83;169,06;185,5;73,03;142,55;142,55;-;44,6;101,72
13.02.2022;11:00;67,23;67,23;23,25;148,3;178,53;89,9;83,02;18,63;165,82;178,53;67,23;145,06;145,06;-;30,76;99,28
13.02.2022;12:00;30,08;30,08;22,91;148,2;174,83;95,92;83,99;17,94;155,09;174,83;30,08;142;142;-;-5,23;99,09
13.02.2022;13:00;43,25;43,25;27,28;117,92;167,37;45,5;91,31;15,97;146,28;167,37;43,25;142,01;142,01;-;-5,67;98,03
13.02.2022;14:00;50,12;50,12;30,78;70;167,37;66;92,76;12,48;160,03;167,37;50,12;142,07;142,07;-;45,65;98,07
13.02.2022;15:00;81,78;81,78;57,98;93,07;180,12;81,78;99,88;15,05;167,23;180,12;81,78;155,01;142,04;-;74,42;99,33
13.02.2022;16:00;92,47;92,47;74,56;104,77;201,99;104,73;101,6;24,98;183,38;201,99;101,6;162,15;131,09;-;90,18;103,98
13.02.2022;17:00;115,71;115,71;115,71;123,9;218,96;125;99,78;50,02;202,25;218,96;168,76;185,97;168,76;-;120,48;110,42
13.02.2022;18:00;119,11;119,11;119,11;164,59;245;203,6;99,67;58,04;215,94;245;136;208,06;145,07;-;146,52;111,11
13.02.2022;19:00;92,33;92,33;66,88;181,92;265,31;236;101,57;23,94;215,95;265,31;144,91;207,94;144,91;-;130,13;107,1
13.02.2022;20:00;87,18;87,18;37,15;170,6;243;179,21;104,18;12,8;214,71;243;142,04;203,46;142,04;-;93,68;105,82
13.02.2022;21:00;81,39;81,39;13,12;122,8;226,44;160;101,3;13,12;195,78;226,44;131,02;202,44;131,02;-;91,74;103,66
13.02.2022;22:00;88,59;88,59;13,25;127,79;210,86;133,1;96,01;13,25;190,75;210,86;126;142,59;131,01;-;81,26;103,63
13.02.2022;23:00;63,23;63,23;12,64;119,27;199,95;109,9;83,15;12,64;183,69;199,95;97,65;156,14;119,94;-;47,72;103,76
14.02.2022;00:00;46,55;46,55;13,07;153,57;180,12;180;73,14;13,07;187,35;180,12;131,05;154,58;131,05;-;132,24;99,95
14.02.2022;01:00;13,33;13,33;13,01;150;174,05;149,9;60,88;13,01;180,18;171;136,01;145,74;136,01;-;113,5;99,93
14.02.2022;02:00;12,94;12,94;12,94;142,49;171,64;118,99;59,32;12,94;177,41;157,1;136,04;138,41;136,04;-;64,7;99,95
14.02.2022;03:00;13,78;13,78;13,45;107,5;170,2;110;64,54;13,45;172,88;131,08;131,08;141,68;131,08;-;1,1;100,06
14.02.2022;04:00;35,25;35,25;14,68;105;171,64;108,95;59,03;14,68;178,2;157,1;131,07;162,42;131,07;-;86,64;100,77
14.02.2022;05:00;87,91;87,91;15,34;146,96;182,72;111,76;79,83;15,34;191,28;182,72;182,72;220,02;182,72;-;120,94;102,31
14.02.2022;06:00;104,25;104,25;33,39;170,84;206,4;160,1;97,23;33,39;207,4;206,4;225;245,5;206,4;-;146,39;107,75
14.02.2022;07:00;117,19;111,37;109,29;217,51;225;198;109,29;109,29;224,09;225;250;279,38;225;-;159,09;114,31
14.02.2022;08:00;117,11;117,11;108,35;224,59;253,98;180,1;108,35;108,35;228,07;253,98;228,43;313,47;228,43;-;208,7;113,05
14.02.2022;09:00;98,58;98,58;98,58;228,2;251,3;238;98,58;98,58;226,51;251,3;192,91;240,6;192,91;-;165;109,54
14.02.2022;10:00;94,91;94,91;94,91;218,09;233,03;230;94,91;94,91;219,99;228,7;189,93;210,17;189,93;-;156;107,3
14.02.2022;11:00;95,89;95,89;95,89;200,42;228,9;226;95,89;95,89;217,05;228,9;188,95;208,92;188,95;-;160,84;107,18
14.02.2022;12:00;98,52;98,52;98,52;210,73;211,8;204;98,52;98,52;212,97;211,8;145,04;202,21;145,04;-;75,17;107,16
14.02.2022;13:00;104,18;104,18;104,18;195,05;211,1;170;104,18;104,18;212,75;211,1;184,25;202;184,25;-;138,75;107,51
14.02.2022;14:00;107,01;107,01;104,44;171,53;215;124;104,44;104,44;214,95;215;190,05;213,55;190,05;-;154,01;110,66
14.02.2022;15:00;114,51;110,37;108,66;156,11;218;160;108,66;108,66;216,93;218;193,98;230,62;193,98;-;160,91;112,99
14.02.2022;16:00;144,52;107,83;107,83;176,33;217,26;172,6;107,83;107,83;221,2;217,26;217,26;286,7;217,26;-;177,4;114,56
14.02.2022;17:00;184,58;117,38;117,38;202,33;221,42;203,45;117,38;117,38;224,97;221,42;210,06;295,7;210,06;-;203,94;117,38
14.02.2022;18:00;197,13;116,78;116,78;223,85;236,9;241,79;121,28;116,78;232,77;236,9;197,13;292,7;205,47;-;235,73;116,78
14.02.2022;19:00;167,3;107,39;100,02;248,71;248,71;214,3;121,63;100,02;230,3;248,71;167,3;276,17;190,94;-;235,73;114,09
14.02.2022;20:00;148,44;109,83;37,87;229,02;229,02;169,9;117,53;37,87;221,18;229,02;189,92;251,02;189,92;-;202,21;113,12
14.02.2022;21:00;115,49;108,66;27,24;218,95;218,95;180,1;109,48;27,24;205,9;218,95;126,86;201,98;188,94;-;215,71;111,91
14.02.2022;22:00;123,05;107,54;56,42;201,98;201,98;182;121,4;56,42;195,24;201,98;123,05;220,04;145,53;-;206,56;110,75
14.02.2022;23:00;110,94;104,39;15,23;194,81;194,81;184,28;110,94;15,23;191,13;194,81;110,94;205,99;131,07;-;211;107,5
15.02.2022;00:00;112,68;106,02;20,04;198,18;-;159,98;97,89;20,04;192,61;198,18;112,68;174,72;144,97;-;167,56;109,18
15.02.2022;01:00;114,82;106,16;14,81;189;-;171,8;98,9;14,81;189,84;180;125;162,19;144,9;-;166,37;109,33
15.02.2022;02:00;112,3;105,66;14,51;179,7;-;172;100,14;14,51;185,85;179,7;112,3;145,56;145,56;-;160,99;108,82
15.02.2022;03:00;118,28;106,56;14,83;173,4;-;178;99,65;14,83;180,53;174,02;118,28;145,53;140,04;-;160,96;109,74
15.02.2022;04:00;126,86;106,78;14,57;165,85;-;190,6;97,78;14,57;182,6;174,05;126,86;162,2;140,09;-;160,66;109,97
15.02.2022;05:00;152,72;108,56;14,74;169,3;-;192;97,76;14,74;191,42;182,97;156,66;196,41;156,66;-;169,69;111,8
15.02.2022;06:00;204,2;110,79;22,85;204,2;-;204,2;126,09;22,85;212,81;204,2;204,2;204,97;204,2;-;204,2;114,09
15.02.2022;07:00;234,06;117,45;117,45;234,06;-;234,06;120,5;117,45;232,05;234,06;245;246,17;234,06;-;234,06;117,45
15.02.2022;08:00;250,06;118,92;118,92;250,79;-;250,06;121,31;118,92;242,04;262,88;262,88;262,88;262,88;-;250;118,92
15.02.2022;09:00;240;118,5;118,5;240;-;240;123,75;118,5;238,94;240;240;240;240;-;240;118,5
15.02.2022;10:00;220,43;114,11;114,11;220,43;-;220,43;121,31;114,11;228,94;220,43;220,43;220,43;220,43;-;220,43;117,52
15.02.2022;11:00;199,03;112,52;88,75;202,38;-;197,74;121,31;88,75;221,86;213,5;213,5;213,5;213,5;-;196,03;115,88
15.02.2022;12:00;182,56;111,48;68,45;183,62;-;182,78;121,31;68,45;206,14;212,05;212,05;212,05;212,05;-;182,95;114,81
15.02.2022;13:00;150,85;111,04;72,63;162,9;-;162,28;133,56;72,63;202,57;208,97;208,97;208,97;208,97;-;148,7;114,35
15.02.2022;14:00;149,28;110,82;88,95;162,68;-;178,66;137,11;88,95;207,61;212,41;212,41;212,41;212,41;-;155,39;114,13
15.02.2022;15:00;157,27;110,45;81,07;162,52;-;172,99;136,86;81,07;213,33;215,13;215,13;215,13;215,13;-;163,06;113,74
15.02.2022;16:00;145,26;107,58;107,58;163,1;-;188,7;138,63;107,58;217,06;221,19;221,19;221,19;221,19;-;163,1;114,28
15.02.2022;17:00;173,23;116,87;116,87;188,87;-;182;151,12;116,87;221,88;226;225;246,34;225;-;182;116,87
15.02.2022;18:00;174,29;114,95;114,95;205,51;-;219,04;140,11;114,95;228,91;238;174,29;244,88;238;-;205,51;115,69
15.02.2022;19:00;115,28;109,49;50,83;230,69;-;277,02;126,65;50,83;228,98;230,69;138;267,93;208,9;-;171,2;113,4
15.02.2022;20:00;105,31;105,31;25,07;206,37;-;258,8;123,72;25,07;221,97;222,1;199;227,51;199;-;168,54;110,51
15.02.2022;21:00;91,51;91,51;23,37;200,57;-;195,97;115,06;23,37;213,48;211,9;125,01;203,13;194,92;-;168,21;107,19
15.02.2022;22:00;101,91;101,91;20,05;175,16;-;221;116,03;20,05;197,78;203,99;116,03;204,97;175,19;-;164,34;105,17
15.02.2022;23:00;87,91;87,91;15,98;173,4;-;200,2;98,38;15,98;190,46;198,36;110,01;181,15;140,08;-;155,5;102,99
16.02.2022;00:00;94,68;94,68;13,99;156,99;192,02;191,84;98,53;13,99;188,59;192,02;138,36;184,07;146,07;-;142,68;100,53
16.02.2022;01:00;93,97;93,97;14,17;155,38;188,23;206;86,67;14,17;176,72;171;139,97;163,47;139,97;-;145,1;100,32
16.02.2022;02:00;99,45;99,45;14,67;132,78;179,18;188;80,42;14,67;174,27;171;139,94;164,72;139,94;-;132,17;102,63
16.02.2022;03:00;106,67;106,67;15,42;117,56;188,23;129,4;75,59;15,42;173,27;139,94;139,94;180,31;139,94;-;115,68;106,09
16.02.2022;04:00;103,6;103,6;19,11;104,8;188,23;103,87;79,78;19,11;176,23;171;140;171,22;140;-;104,01;106,75
16.02.2022;05:00;110,4;110,4;23;111,58;201,2;110,67;81,63;23;187,2;201,2;140,01;201,2;146,07;-;110,8;109,46
16.02.2022;06:00;134,02;119,97;88,97;142,95;229,11;132,93;92,15;88,97;205,1;229,11;201,94;229,11;201,94;-;134,02;114,17
16.02.2022;07:00;184,7;121,01;101,05;188,39;257,04;182,7;101,05;101,05;216,65;257,04;203,99;257,04;203,99;-;182,7;117,5
16.02.2022;08:00;194,83;122,8;105,09;196,78;299,67;193,9;105,09;105,09;217,82;299,67;203,98;281,29;203,98;-;193,12;119,24
16.02.2022;09:00;174,52;121,99;115,34;186,37;263,36;174,86;115,34;115,34;216,95;213,06;174,52;244,1;209,91;-;171,2;118,45
16.02.2022;10:00;137,84;122,09;122,09;155,89;235;150;118,55;118,55;210,48;208,95;170;225,01;208,95;-;133,47;118,55
16.02.2022;11:00;136,04;121,55;121,55;157,41;210,5;158,2;118,02;118,02;210,32;203,9;191;203,93;203,9;-;129,14;118,02
16.02.2022;12:00;118,22;118,22;118,22;165;196,28;155,09;115,38;115,38;200,74;196,28;195;196,28;196,28;-;93,01;115,38
16.02.2022;13:00;111,4;111,4;108,73;155,2;191;158,2;108,73;108,73;198,49;191;191;191;191;-;91,07;112,19
16.02.2022;14:00;105,65;105,65;101,99;143,25;200,6;158,09;101,99;101,99;200,73;200,6;180;198,2;197,9;-;97,44;108,08
16.02.2022;15:00;97,57;97,57;97,57;138,17;210,34;163,27;97,57;97,57;208,1;210,34;193,99;210,34;193,99;-;93,02;104,97
16.02.2022;16:00;99,11;99,11;99,11;135,39;235,71;160,5;101,01;99,11;215,41;235,71;195;204,91;195;-;99,11;105,82
16.02.2022;17:00;110,76;110,76;110,76;152,58;255,46;177,4;110,76;110,76;217,42;255,46;195;216,35;195;-;122;110,76
16.02.2022;18:00;118,61;110,61;110,61;174,23;284,03;207,94;110,61;110,61;216,99;284,03;118,61;221,88;201,95;-;159,43;113,47
16.02.2022;19:00;117,99;111,07;105,05;195,45;267,99;212,76;105,05;105,05;215,03;267,99;117,99;218,8;201,78;-;107,4;111,94
16.02.2022;20:00;102,9;102,9;78,74;165,05;248,99;179,9;99,92;78,74;213,37;248,99;102,9;213,27;193,95;-;92,51;108,43
16.02.2022;21:00;95,01;95,01;50,15;150,48;211,04;158,03;92,04;50,15;200,38;211,04;95,01;211,04;188,83;-;130,66;107,22
16.02.2022;22:00;95,01;95,01;42,48;148,97;202,05;153,9;92,89;42,48;191,69;202,05;95,01;202,05;179,89;-;129,42;105,41
16.02.2022;23:00;74,12;74,12;16,99;128,39;187,47;123,5;73,85;16,99;187,19;187,47;74,12;184,1;173,97;-;106,88;103,8
17.02.2022;00:00;17,92;17,92;17,49;75,99;179,49;89,9;60,01;17,49;178,33;140,04;60,01;161,4;140,04;-;45,2;99,97
17.02.2022;01:00;15,04;15,04;15,04;53,47;173,95;68,9;44,92;15,04;171,96;133,08;44;144,8;133,08;-;32,5;98,13
17.02.2022;02:00;15,02;15,02;15,02;45,53;173,7;51;41,91;15,02;167,49;122,88;41,91;144,77;122,88;-;37,85;95,14
17.02.2022;03:00;13,97;13,97;13,97;18,99;172;15,21;44,61;13,97;165,78;94,97;44,61;144,78;94,97;-;14,65;92,92
17.02.2022;04:00;15,04;15,04;15,04;18,53;172,94;15,04;48,99;15,04;167,14;72,69;15,04;161,4;72,69;-;15,25;91,96
17.02.2022;05:00;33,02;33,02;33,02;33,02;180,38;33,02;63,41;33,02;179,37;134,94;134,94;222,72;134,94;-;33,02;95,23
17.02.2022;06:00;90,93;90,93;90,04;116,29;182,07;90,93;99,16;90,04;201,88;182,07;182,07;225,9;182,07;-;90,93;102,38
17.02.2022;07:00;123,22;123,22;109,78;146,69;202,54;144,01;109,78;109,78;214,88;202,54;188,9;242,15;188,9;-;124,91;110,7
17.02.2022;08:00;107,23;107,23;107,23;196,99;199,7;213,7;107,23;107,23;212,27;199,7;192,93;258,67;192,93;-;120,67;111,1
17.02.2022;09:00;102,55;102,55;102,55;192,69;192,69;173,43;106,66;102,55;210,96;192,69;192,69;219,9;192,69;-;165,46;105,83
17.02.2022;10:00;95,06;95,06;95,06;170;180,38;95,06;109,13;95,06;205,61;164,61;150,84;203,3;164,61;-;131,4;105,05
17.02.2022;11:00;77,47;77,47;77,47;154,99;178,5;101,9;110,39;77,47;182,99;171;110,39;173,95;140,08;-;121,97;103,57
17.02.2022;12:00;65,06;65,06;65,06;145,54;166,83;73,11;106,59;65,06;180;160;106,59;161,39;138,01;-;106,37;102,47
17.02.2022;13:00;35,98;35,98;35,98;133,89;164,86;27,93;114,31;35,98;179,37;146,56;114,31;147,54;134,97;-;81,11;102,17
17.02.2022;14:00;42,68;42,68;42,68;138,88;167,96;42,68;112,08;42,68;183,45;138,22;112,08;161,37;133,05;-;89,35;102,15
17.02.2022;15:00;67,3;67,3;65,69;131,82;174,99;84;126,53;65,69;189,09;160;133,08;161,4;133,08;-;103,11;102,12
17.02.2022;16:00;86,08;86,08;86,08;154,68;182,99;141,79;106,04;86,08;206,77;171;140,01;185,01;140,01;-;132,12;102,16
17.02.2022;17:00;108,83;108,83;106,22;153,19;190,94;162;106,22;106,22;210,45;175,98;175,98;202,29;175,98;-;157,07;106,22
17.02.2022;18:00;110,63;107,84;107,84;191,37;206,19;223;107,84;107,84;210,72;171;150,07;229,99;150,07;-;176,39;108,63
17.02.2022;19:00;101,54;101,54;99,11;213,27;213,27;199;104,99;99,11;210,26;160;138,18;199,94;138,18;-;179,68;104,79
17.02.2022;20:00;86,9;86,9;59,94;196,54;196,54;170,1;104,68;59,94;205,67;158,01;104,68;161,38;134,98;-;160;100,08
17.02.2022;21:00;86,48;86,48;40,06;177,26;182;165,04;97,45;40,06;184,53;171;97,45;141,29;128,57;-;149,26;100,99
17.02.2022;22:00;86,3;86,3;35,08;154,52;179,99;149,63;96,91;35,08;174,93;160;86,3;141,81;115,01;-;133,51;99,92
17.02.2022;23:00;63,04;63,04;16;170,75;170,75;166,85;77,63;16;169,23;91,2;63,04;122,67;91,2;-;139,06;98,34
18.02.2022;00:00;71,45;71,45;13,24;173,17;173,17;180,1;71,45;13,24;169,98;100,09;71,45;96,81;96,81;-;152,68;98,44
18.02.2022;01:00;62,57;62,57;12,79;168,84;168,84;199,94;62,57;12,79;168,47;88,58;62,57;88,58;88,58;-;159,02;98,24
18.02.2022;02:00;74,76;74,76;12,75;167,29;167,29;209,99;68,95;12,75;169,06;96,97;74,76;96,97;96,97;-;167,29;97,91
18.02.2022;03:00;84,92;84,92;12,79;156,88;166,62;199,96;68,96;12,79;167,04;105,45;84,92;105,45;105,45;-;165,54;97,62
18.02.2022;04:00;95,19;95,19;13,16;116,52;166,86;143,08;72,64;13,16;165,7;100,03;95,19;100,03;100,03;-;117,95;101,17
18.02.2022;05:00;119,09;107,57;13,51;119,09;173,17;119,09;86,62;13,51;172,01;119,09;119,09;138,41;119,09;-;119,09;105,65
18.02.2022;06:00;140,99;116,48;27,03;140,99;210;140,99;94,02;27,03;193,27;178;140,99;152,32;140,99;-;140,99;111,79
18.02.2022;07:00;185,05;118,91;96;185,05;240;185,05;96;96;206,87;185,05;185,05;185,05;185,05;-;185,05;116,86
18.02.2022;08:00;189,28;122,07;99,85;189,28;254,78;189,28;99,85;99,85;207,82;189,28;189,28;189,28;189,28;-;189,28;118,53
18.02.2022;09:00;173,24;123,58;104,72;173,24;241,93;173,24;104,72;104,72;209,12;175,06;173,24;173,24;173,24;-;173,24;120
18.02.2022;10:00;150;122,55;95,8;150;202,25;150;95,8;95,8;194,31;150;150;150;150;-;150;118,99
18.02.2022;11:00;130,99;124,56;90,09;138;184,99;150;91,38;90,09;177,98;132,61;130,99;132,61;132,61;-;139,21;118,79
18.02.2022;12:00;123,17;123,17;123,17;139,99;177,7;164,7;95,57;93,16;172,57;130;123,17;130;130;-;141,85;115,27
18.02.2022;13:00;106,81;106,81;106,81;135,4;176,7;180,1;105;78,91;170,13;126,09;106,81;126,09;126,09;-;138,73;111,23
18.02.2022;14:00;99,89;99,89;67,53;141,07;182,05;199,7;99,89;67,53;172,06;135,91;99,89;135,91;135,91;-;144,55;106,29
18.02.2022;15:00;99,26;99,26;75,03;144,14;196,44;207,2;106,53;75,03;173,69;196,44;106,53;146,13;146,13;-;147,71;104,26
18.02.2022;16:00;97,42;96,64;95,08;151,59;215;215,1;117,61;95,08;195,49;215;117,61;169,74;130,07;-;146,89;106,45
18.02.2022;17:00;113,84;113,84;113,84;156,84;249,27;218,52;124,75;113,84;202,93;249,27;124,75;214,79;146,28;-;170;113,84
18.02.2022;18:00;130,9;118,07;118,07;190;273,62;242,05;129,58;118,07;205,52;273,62;130,9;220,64;154,36;-;211,33;118,07
18.02.2022;19:00;140,49;116,23;116,23;200;254,78;220,2;125,36;116,23;204,06;254,78;140,49;217,36;163,91;-;208,57;116,23
18.02.2022;20:00;115,87;115,87;109,97;192,2;206;150;115,87;109,97;204;206;115,87;207,46;137,03;-;160;112,51
18.02.2022;21:00;109,75;109,75;107,11;178,03;186,02;150;107,11;107,11;178,53;186,02;109,75;181,31;130,07;-;150,92;111,4
18.02.2022;22:00;115,66;115,66;115,66;154;182,2;180,1;99,84;99,39;170,92;182,2;115,66;175,11;128,33;-;149,33;109,59
18.02.2022;23:00;92,46;92,46;92,46;146,86;173,86;164,8;89,94;86,4;167,95;173,86;92,46;169,71;118,05;-;135,3;104,75
19.02.2022;00:00;73,73;73,73;73,73;88,93;182,6;108,75;73,73;25,09;176,93;139;73,73;168,9;77,66;-;88,76;105,27
19.02.2022;01:00;54,32;54,32;25,01;77,24;175,69;104,61;60,01;25,01;175,67;60,01;60,01;151,56;60,01;-;78,05;101,27
19.02.2022;02:00;16,63;16,63;16,63;98,06;169,91;94,87;63,11;16,63;172,83;63,11;63,11;138,41;63,11;-;73,42;98
19.02.2022;03:00;14,38;14,38;14,38;77,2;167,62;50;57,88;14,38;171,93;94,92;94,92;94,92;94,92;-;53,27;91,25
19.02.2022;04:00;10,96;10,96;10,96;82,57;165,21;10,96;64,44;12,94;170,69;85;85;85;85;-;44,17;88,06
19.02.2022;05:00;9,06;9,06;9,06;96,6;169,91;69;69,63;13,06;172,8;75,01;75,01;121,16;75,01;-;66,05;90,73
19.02.2022;06:00;0,1;0,1;0,1;111,99;176,65;94,04;88,42;13,12;176,99;95;95;138,41;95;-;76,46;97,15
19.02.2022;07:00;3,62;3,62;3,62;136,4;192,69;100,03;89,91;13,23;195,03;163;89,91;138,41;89,91;-;89,46;100,4
19.02.2022;08:00;9,42;9,42;9,42;138,97;200;109,9;92,43;13,71;193,62;163;92,43;138,41;92,43;-;94,94;102,82
19.02.2022;09:00;1,94;1,94;1,94;169,88;186,36;105,91;94,8;14,62;191,65;146,57;94,8;150,07;94,8;-;107,16;102,46
19.02.2022;10:00;0;0,05;0,05;140,7;183,39;32;101,74;15,52;184,12;139;113,07;151,56;113,07;-;73,47;100,82
19.02.2022;11:00;-0,08;0;0,03;131,78;173,73;0;95,83;15,61;177,35;139;115;177,8;119,02;-;60,96;101,32
19.02.2022;12:00;-0,35;0;0,03;120,84;169,5;0;88,71;15,96;169,39;139;112;163;112;-;55,78;100,98
19.02.2022;13:00;-0,52;0;0,03;82,65;165,86;0;88,02;15,29;166,76;139;89,98;138,41;89,98;-;34,93;99,93
19.02.2022;14:00;-0,08;0,05;0,05;60,97;163,29;36,28;82,96;14,29;169,54;139;94,52;158,07;94,52;-;36,28;99,51
19.02.2022;15:00;0,08;0,08;0,08;76,07;168,96;80;89,97;13,82;175,71;156;89,97;156,09;89,97;-;51,12;99,71
19.02.2022;16:00;15,69;15,69;15,69;81,74;171,8;115,74;99,48;15,69;178,82;156;112;168,91;112;-;71,64;102,03
19.02.2022;17:00;99,95;99,95;99,95;107,45;183,39;118,1;101,73;99,95;195,19;156;125,02;190,62;125,02;-;104,55;107,81
19.02.2022;18:00;121,97;121,96;114,69;152,36;203,24;203,57;114,69;114,69;207,3;156;145,57;207,96;145,57;-;146,55;114,69
19.02.2022;19:00;112,63;111,54;109,6;170,15;205,79;218,91;109,6;109,6;207,73;139;125;189,49;125;-;130,78;113,16
19.02.2022;20:00;102,52;102,52;95,06;159,01;197,31;157,95;95,86;95,06;200,44;156;120,14;168,9;120,14;-;126,98;107,3
19.02.2022;21:00;101,89;101,89;95,77;141,83;180,39;174,9;95,77;95,77;182,84;163;110,26;151,58;110,26;-;114,51;105,15
19.02.2022;22:00;101,99;101,99;91,75;157,87;173,3;156,9;91,75;91,75;177,1;139;112,77;138,41;112,77;-;92,67;105,25
19.02.2022;23:00;100,93;100,93;67,3;121,43;168,66;154,9;75,31;67,3;171,99;105,38;100,93;105,38;105,38;-;116,1;104,16
20.02.2022;00:00;104,38;104,38;35,02;104,38;175,69;104,38;87,12;35,02;176,59;129,2;104,38;115,1;104,38;-;104,38;107,5
20.02.2022;01:00;99,9;99,9;19,87;99,9;168,68;99,9;79,99;19,87;169,46;99,9;99,9;99,9;99,9;-;99,9;103,1
20.02.2022;02:00;98,71;98,71;20,18;98,67;163,03;100;74,11;20,18;167,6;98,71;98,71;98,71;98,71;-;98,62;100,3
20.02.2022;03:00;92,01;92,01;33,41;90,65;163,05;100,18;74,37;33,41;167,54;92,01;92,01;92,01;92,01;-;89,64;96,97
20.02.2022;04:00;88,53;88,53;50,06;88,43;163,03;89,16;77,64;50,06;166,91;88,53;88,53;88,53;88,53;-;88,35;92,11
20.02.2022;05:00;87,17;87,17;81,42;87,17;168,68;87,17;81,42;81,42;169,27;87,17;87,17;87,17;87,17;-;87,17;90,05
20.02.2022;06:00;80;80;78,08;80;175,69;80;80;78,08;178,4;80;80;80;80;-;80;88,92
20.02.2022;07:00;80,08;80,08;80,08;80,08;175,12;80,08;80,08;80,08;179,97;129,2;80,08;80,08;80,08;-;80,08;86,27
20.02.2022;08:00;88,28;88,28;88,28;88,28;178;88,28;88,28;88,28;194,56;88,28;88,28;103,14;88,28;-;88,28;93,03
20.02.2022;09:00;95,06;95,06;95,06;95,06;180;95,06;95,06;95,06;192,34;95,06;95,06;110,87;95,06;-;95,06;98,22
20.02.2022;10:00;98,22;98,22;98,22;101,64;174,62;104,71;98,22;98,22;181,03;99,51;98,22;99,51;99,51;-;102,97;101,35
20.02.2022;11:00;95,09;95,09;95,09;100,15;169,26;105,79;95,09;95,09;179,09;162,9;95,09;100,1;96,31;-;100,29;102,41
20.02.2022;12:00;88,15;88,15;88,15;99,09;168;114,38;88,36;88,15;169,84;155,8;88,36;91,32;91,32;-;99,09;102,75
20.02.2022;13:00;51,8;51,8;51,8;80,85;161,73;104,04;91,09;51,8;165,73;80;80;80,7;80;-;80,85;100,71
20.02.2022;14:00;43,11;43,11;43,11;72,2;161,73;99,9;92,71;43,11;167,56;75,05;75,05;103,14;75,05;-;72,2;99,76
20.02.2022;15:00;21,24;21,24;21,24;57,75;166;103,32;95,51;21,24;173,19;98,65;95,51;153,07;95,51;-;57,75;100,02
20.02.2022;16:00;21,56;21,56;21,56;69,21;177,71;104,16;97,49;22,09;192,74;162,9;97,49;167,49;97,49;-;69,21;100,83
20.02.2022;17:00;63,16;63,16;63,16;96,78;195,34;131,26;108,74;85,03;206,84;163;108,74;197,96;112,01;-;96,78;105,02
20.02.2022;18:00;76,93;76,93;76,93;136,36;223,6;179,95;115,6;78,82;209,03;163;132,2;246,27;132,2;-;145,18;105,94
20.02.2022;19:00;51,28;51,28;51,28;150,36;251;229,9;110,39;51,28;208,93;163;139,06;249,75;139,06;-;167,44;105,99
20.02.2022;20:00;20,02;20,02;20,02;123,88;228;199,9;107,79;20,02;207,52;155,8;107,79;224,05;115,02;-;145,18;106,03
20.02.2022;21:00;15,39;15,39;15,39;105,88;214,93;166,7;95,72;15,39;202,95;104,09;95,72;167,49;104,09;-;129,54;105,74
20.02.2022;22:00;40,06;40,06;40,06;86,18;195,77;149,9;88,09;40,06;184,5;103,42;88,09;138,41;103,42;-;90,11;104,73
20.02.2022;23:00;14,62;14,62;14,62;71,31;181;104;69,63;14,62;179,38;71,99;69,63;71,99;71,99;-;64,27;100,67
21.02.2022;00:00;10,73;10,73;10,73;123,07;164,64;90,21;45,09;12,65;169,54;125;45,09;59,63;59,63;-;84,65;98,08
21.02.2022;01:00;7,48;7,48;7,48;115;162,6;92,53;40,01;11,96;164,97;125;40,01;40,01;40,01;-;80,83;95,59
21.02.2022;02:00;5,71;5,71;5,71;106,1;157,34;92,77;31,87;12,02;162,6;125;31,87;31,87;31,87;-;75,94;95,84
21.02.2022;03:00;1,43;1,43;1,43;59,72;154,98;90,78;40,77;11,97;163,8;125;40,77;40,77;40,77;-;51,45;93,78
21.02.2022;04:00;7,6;7,6;7,6;61,44;157,16;90,24;47,62;12,11;162,4;125;60,01;62,49;60,01;-;51,24;93,22
21.02.2022;05:00;14,37;14,37;14,37;91,91;163,98;102,96;68,8;14,37;169,97;162,9;94,93;148,87;94,93;-;70,21;99,66
21.02.2022;06:00;19,75;19,75;19,75;139,53;185,58;108,01;97,57;19,75;191,58;185,58;153,62;173,06;165,98;-;95,35;104,56
21.02.2022;07:00;106,69;106,69;106,69;195,01;209,5;178,3;103,79;106,69;219,27;209,5;145;227,02;145;-;186,46;110,1
21.02.2022;08:00;110,06;110,06;110,06;218,02;218,02;188,72;109,28;110,06;224,33;218,02;147,92;219,6;147,92;-;203,43;113,34
21.02.2022;09:00;88,28;88,28;88,28;216,98;216,98;216;110,82;88,28;216,34;216,98;130,75;188,93;130,75;-;203,23;108,97
21.02.2022;10:00;65,51;65,51;65,51;198,36;210,6;217,92;109,99;65,51;205,64;210,6;114,07;175,94;114,07;-;201,3;108,76
21.02.2022;11:00;78,22;78,22;78,22;170,11;209,6;199,8;108,25;78,22;203,45;209,6;110,42;163,16;113;-;180,82;108,15
21.02.2022;12:00;92,02;92,02;92,02;161,36;190,65;192,57;101,64;92,02;186,77;190,65;107,15;149,44;115,05;-;163,18;107,9
