time,Temp [K]
2018-05-05,286.5896360119459
2018-05-06,288.1048333453647
2018-05-07,289.3615437544218
2018-05-08,290.569921532153
2018-05-09,291.279883599634
2018-05-10,289.66124302157584
2018-05-11,288.24430361642726
2018-05-12,289.2687955400293
2018-05-13,289.59153010980776
2018-05-14,289.9872197440857
2018-05-15,289.34900384469887
2018-05-16,288.16938983833893
2018-05-17,286.8635013050587
2018-05-18,285.70408184983376
2018-05-19,285.72025443892426
2018-05-20,287.04434767632375
2018-05-21,288.94295103015236
2018-05-22,289.91045088584497
2018-05-23,290.59574753953416
2018-05-24,290.6405653823148
2018-05-25,291.29924331041593
2018-05-26,292.3656491550146
2018-05-27,292.8735857082755
2018-05-28,294.26638330092254
2018-05-29,294.77837842018204
2018-05-30,294.7222171213205
2018-05-31,294.7691785962852
2018-06-01,293.54956460407095
2018-06-02,292.38291861282346
2018-06-03,292.34528540890153
2018-06-04,292.66918862896637
2018-06-05,292.332016167756
2018-06-06,292.8948074023391
2018-06-07,293.34386369753446
2018-06-08,293.7307325201567
2018-06-09,294.15783783148964
2018-06-10,293.85506003550285
2018-06-11,292.7636248311371
2018-06-12,290.7304511704783
2018-06-13,288.61301724050475
2018-06-14,288.32698338889924
2018-06-15,289.3302891959154
2018-06-16,290.9412118420082
2018-06-17,291.04226192172956
2018-06-18,291.00358421505297
2018-06-19,291.3842900349522
2018-06-20,293.0058472845922
2018-06-21,291.6038878846485
2018-06-22,288.3249378296899
2018-06-23,286.9520937997825
2018-06-24,286.73113866690034
2018-06-25,287.6662430702711
2018-06-26,288.7567010541136
2018-06-27,290.1677195323804
2018-06-28,291.414525766425
2018-06-29,292.94230540939196
2018-06-30,293.0954709326637
2018-07-01,292.2438487296709
2018-07-02,291.97515290001616
2018-07-03,292.5313482989592
2018-07-04,293.34749228105073
2018-07-05,293.2562917783351
2018-07-06,292.4843364523614
2018-07-07,292.1403927364454
2018-07-08,292.0403858880716
2018-07-09,291.80335030685035
2018-07-10,290.16240782692057
2018-07-11,289.3333009255029
2018-07-12,290.2321959634062
2018-07-13,291.4939865472638
2018-07-14,292.35144466209596
2018-07-15,292.7722176588939
2018-07-16,293.37139958050824
2018-07-17,294.0903477446537
2018-07-18,293.9629307245946
2018-07-19,293.84716734255386
2018-07-20,294.23137747726537
2018-07-21,293.7939056202742
2018-07-22,293.5712062322
2018-07-23,294.15178586921513
2018-07-24,295.7278429954252
2018-07-25,297.15933731681827
2018-07-26,298.2464935015017
2018-07-27,298.66173279278695
2018-07-28,297.4152414970887
2018-07-29,296.6150228550073
2018-07-30,297.72104082413716
2018-07-31,298.58234383907387
2018-08-01,297.97710696764665
2018-08-02,297.73991844702397
2018-08-03,298.4392034377609
2018-08-04,298.5391508734398
2018-08-05,296.99869542025533
2018-08-06,296.73219250356505
2018-08-07,298.04041818886986
2018-08-08,297.67150880998867
2018-08-09,296.7188943495202
2018-08-10,293.86447421508745
2018-08-11,291.796755783679
2018-08-12,291.88050045476285
2018-08-13,292.068938629441
2018-08-14,291.96483996472017
2018-08-15,292.1364083827013
2018-08-16,293.26965740902136
2018-08-17,293.50417494007576
2018-08-18,293.2458315358345
2018-08-19,293.88732402513585
2018-08-20,293.90297353182484
2018-08-21,293.9744704138296
2018-08-22,294.92225140737384
2018-08-23,295.06573842355726
2018-08-24,292.73580073823297
2018-08-25,289.2777522699281
2018-08-26,287.6860538155551
2018-08-27,288.38597765557427
2018-08-28,289.6246316969027
2018-08-29,291.2467253718784
2018-08-30,290.4171783033024
2018-08-31,288.8347579017634
2018-09-01,288.14515568495085
2018-09-02,288.3330141566402
2018-09-03,289.7964090332061
2018-09-04,290.942353051384
2018-09-05,291.6953947109087
2018-09-06,291.5884960504351
2018-09-07,290.3117588419602
2018-09-08,289.10297553064845
2018-09-09,289.5455267321113
2018-09-10,290.3596863846261
2018-09-11,291.5381256206411
2018-09-12,291.90446801601524
2018-09-13,290.15381702852085
2018-09-14,289.0305417381625
2018-09-15,288.37088723873944
2018-09-16,288.40353317689556
2018-09-17,289.66692635079437
2018-09-18,291.99526522157663
2018-09-19,292.9998092564373
2018-09-20,293.3804656429958
2018-09-21,291.8597242820603
2018-09-22,288.361355230581
2018-09-23,286.41386939975314
2018-09-24,283.93875145226383
2018-09-25,282.37724998392355
2018-09-26,282.98546243524817
2018-09-27,285.359946449719
2018-09-28,285.2293874505019
2018-09-29,283.7020216725868
2018-09-30,283.4764649161371
2018-10-01,282.5325631722446
2018-10-02,281.77356872417937
2018-10-03,283.032305890408
2018-10-04,283.5856439750711
2018-10-05,284.9903607285452
2018-10-06,286.7074743242281
2018-10-07,285.93853178740045
2018-10-08,284.7469246730501
2018-10-09,285.07775977843085
2018-10-10,286.3152858443295
2018-10-11,287.8523035722375
2018-10-12,289.4279046350518
2018-10-13,290.2373845573695
2018-10-14,290.0778213443289
2018-10-15,289.4762379301624
2018-10-16,288.39097827281853
2018-10-17,287.5041411845608
2018-10-18,286.2887847643295
2018-10-19,284.6509196608861
2018-10-20,283.3539927818729
2018-10-21,282.53297372087604
2018-10-22,281.7950351147633
2018-10-23,281.9420235064535
2018-10-24,283.24806510933354
2018-10-25,283.89104243401005
2018-10-26,283.23234427788543
2018-10-27,281.03707909181037
2018-10-28,278.683416076226
2018-10-29,278.0752527283342
2018-10-30,279.1015671255752
2018-10-31,279.85046819353664
2018-11-01,280.52870499640545
2018-11-02,280.9845994709413
2018-11-03,280.21429031150495
2018-11-04,280.79947611644275
2018-11-05,282.01679420179954
2018-11-06,282.74146224368
2018-11-07,283.0672198527772
2018-11-08,282.7952788952112
2018-11-09,282.3694456570277
2018-11-10,282.65917232745073
2018-11-11,283.25849755695134
2018-11-12,283.77475677323923
2018-11-13,283.2091863392121
2018-11-14,281.3112628436622
2018-11-15,279.5220543384624
2018-11-16,278.20417024850263
2018-11-17,276.8710196949582
2018-11-18,275.54491437482375
2018-11-19,275.47071446281274
2018-11-20,275.06313784777075
2018-11-21,274.6031914768098
2018-11-22,274.65884839573664
2018-11-23,274.75043267298696
2018-11-24,275.47638623619264
2018-11-25,276.2766560050187
2018-11-26,276.419883916669
2018-11-27,275.3598765185093
2018-11-28,274.76077240246264
2018-11-29,275.6881064765588
2018-11-30,276.7907536018314
2018-12-01,277.935679023313
2018-12-02,280.0324752633692
2018-12-03,282.2237808731283
2018-12-04,280.6095526914288
2018-12-05,278.2348011242033
2018-12-06,279.33923608429745
2018-12-07,281.1233275791626
2018-12-08,280.4730496025382
2018-12-09,280.2530589496556
2018-12-10,278.460030460464
2018-12-11,276.8992156612251
2018-12-12,275.6041708666531
2018-12-13,274.1960010913018
2018-12-14,273.21549552632155
2018-12-15,272.4320103938339
2018-12-16,272.193198598746
2018-12-17,273.80223463072736
2018-12-18,275.1585992237556
2018-12-19,275.95305797002976
2018-12-20,277.24598603376944
2018-12-21,279.21871975895033
2018-12-22,280.37799895386763
2018-12-23,280.3288386756583
2018-12-24,278.4175147118447
2018-12-25,276.683583152236
2018-12-26,275.3953097332756
2018-12-27,275.02284328591304
2018-12-28,274.88492517612536
2018-12-29,275.55019439130785
2018-12-30,277.1597060133296
2018-12-31,278.32975640997546
2019-01-01,278.6136461616478
2019-01-02,276.7737884326623
2019-01-03,274.5886145021354
2019-01-04,274.2952061103077
2019-01-05,275.8038280031568
2019-01-06,276.3918033184701
2019-01-07,276.81453337806823
2019-01-08,277.22104746711847
2019-01-09,275.8479404111253
2019-01-10,274.32983940022075
2019-01-11,274.1831473093982
2019-01-12,275.54304500127273
2019-01-13,277.3498415640477
2019-01-14,276.8331396893085
2019-01-15,276.7340798705664
2019-01-16,277.0156616204748
2019-01-17,276.7566985681803
2019-01-18,274.48416846476323
2019-01-19,272.2164749873833
2019-01-20,270.313245364742
2019-01-21,269.4130160084608
2019-01-22,269.1633544225905
2019-01-23,268.8711014543503
2019-01-24,268.7753043680268
2019-01-25,269.3948300720285
2019-01-26,272.72045975581904
2019-01-27,275.303074241552
2019-01-28,275.2780846642569
2019-01-29,274.3870985817963
2019-01-30,273.3189847003877
2019-01-31,272.60018588418933
2019-02-01,273.1094411615605
2019-02-02,273.7378837429303
2019-02-03,273.8425447804759
2019-02-04,273.5753894766348
2019-02-05,273.68910421125264
2019-02-06,273.9560983809642
2019-02-07,274.9001463119814
2019-02-08,276.7366608645861
2019-02-09,278.47410147279425
2019-02-10,279.1017662098913
2019-02-11,277.8974078910579
2019-02-12,276.71671567379695
2019-02-13,276.5755027979921
2019-02-14,276.8568354750872
2019-02-15,277.7011411965091
2019-02-16,278.5957621492949
2019-02-17,279.0257485124201
2019-02-18,279.31600868843293
2019-02-19,279.1641027969095
2019-02-20,278.9479750039634
2019-02-21,279.62986304544273
2019-02-22,279.65716174125293
2019-02-23,277.6641256004046
2019-02-24,277.40700809249984
2019-02-25,278.369655273217
2019-02-26,279.39476851488945
2019-02-27,280.47231430769466
2019-02-28,281.1562616792967
2019-03-01,280.3283743797862
2019-03-02,279.6176622902674
2019-03-03,281.046749034112
2019-03-04,281.33014341807007
2019-03-05,279.90071614341366
2019-03-06,280.4690032370755
2019-03-07,281.3180053883056
2019-03-08,280.54573448108806
2019-03-09,280.7216140630668
2019-03-10,280.3118683976494
2019-03-11,278.09084968454226
2019-03-12,278.08998708352965
2019-03-13,278.28236948647697
2019-03-14,278.28264091888474
2019-03-15,279.65861137715984
2019-03-16,280.7297317703845
2019-03-17,280.67981944016407
2019-03-18,278.90266472938566
2019-03-19,277.71963408691425
2019-03-20,278.0893347975709
2019-03-21,279.77466008371545
2019-03-22,281.5020954819547
2019-03-23,281.8240092398848
2019-03-24,281.0924774386463
2019-03-25,279.3792112777419
2019-03-26,278.57042255759546
2019-03-27,278.95561421496694
2019-03-28,280.15943908890637
2019-03-29,281.6221292694122
2019-03-30,282.8148143480374
2019-03-31,282.4105038300183
2019-04-01,281.5751717505171
2019-04-02,282.47202424698725
2019-04-03,282.39636982873594
2019-04-04,281.02382935205975
2019-04-05,280.5213758290881
2019-04-06,282.1287395369523
2019-04-07,283.58920305204464
2019-04-08,283.95418958673525
2019-04-09,282.9686554457195
2019-04-10,281.24989472218925
2019-04-11,279.4217132411225
2019-04-12,277.7239759359691
2019-04-13,276.6614059559099
2019-04-14,276.895115609209
2019-04-15,279.2602611853676
2019-04-16,281.3367804172767
2019-04-17,283.3327507441096
2019-04-18,285.3539525557774
2019-04-19,286.875871884682
2019-04-20,287.4539461214584
2019-04-21,287.60172604127746
2019-04-22,287.89831618913166
2019-04-23,287.8658355457772
2019-04-24,288.61084197876505
2019-04-25,288.46639368263146
2019-04-26,286.3006955866094
2019-04-27,284.2073735963906
2019-04-28,282.2431656092954
2019-04-29,281.55018161972174
2019-04-30,282.5601086859082
2019-05-01,283.3532876923374
2019-05-02,283.6080321987728
2019-05-03,282.5340932701036
2019-05-04,280.07217227384655
2019-05-05,278.9001836930415
2019-05-06,278.87556136284786
2019-05-07,279.7380145038563
2019-05-08,281.38224805768704
2019-05-09,283.0280830407187
2019-05-10,283.7098224916188
2019-05-11,283.28260915897107
2019-05-12,282.4189830729808
2019-05-13,282.23447988319896
2019-05-14,281.885400791703
2019-05-15,281.7637903439646
2019-05-16,281.8995988572238
2019-05-17,283.454944798761
2019-05-18,285.85262795871023
2019-05-19,287.5603850300049
2019-05-20,287.65658671464155
2019-05-21,286.9793009596991
2019-05-22,286.034096428211
2019-05-23,286.36615814223103
2019-05-24,287.6443373712909
2019-05-25,287.27386735233335
2019-05-26,287.9805115430714
2019-05-27,288.2293356059939
2019-05-28,286.7601197066193
2019-05-29,285.6668135549859
2019-05-30,286.5732025545341
2019-05-31,288.6458798024666
2019-06-01,290.69701501634495
2019-06-02,293.29290962169443
2019-06-03,293.8414480379121
2019-06-04,294.1392400409775
2019-06-05,295.18574563951
2019-06-06,291.9219190545613
2019-06-07,290.66492438755364
2019-06-08,289.44167712975326
2019-06-09,289.49185186565256
2019-06-10,290.42573403492327
2019-06-11,290.5759938089947
2019-06-12,290.24419779555126
2019-06-13,290.3637814807397
2019-06-14,291.87976440814106
2019-06-15,292.5690621586256
2019-06-16,291.40146203041337
2019-06-17,292.03719757504956
2019-06-18,293.59734293461014
2019-06-19,294.7996527470202
2019-06-20,293.47821669468834
2019-06-21,292.1821285296734
2019-06-22,291.65110353438286
2019-06-23,292.7212429882006
2019-06-24,294.6845405438535
2019-06-25,297.0972409922639
2019-06-26,298.4335219605299
2019-06-27,296.36828365981034
2019-06-28,294.29726157435005
2019-06-29,294.9479989619573
2019-06-30,296.9169099825457
2019-07-01,295.92632475903105
2019-07-02,293.5027859323167
2019-07-03,291.40199110311386
2019-07-04,290.6473687834228
2019-07-05,291.4755942828214
2019-07-06,292.16027726556257
2019-07-07,290.5043738273284
2019-07-08,288.8618018509615
2019-07-09,287.906564318445
2019-07-10,288.27981107375393
2019-07-11,288.931853457526
2019-07-12,289.53234265020444
2019-07-13,289.5873435161367
2019-07-14,289.05352807063457
